url,name,category,price,availability,average_rating,rating_count,imgUrl,description,content,pro/cal,pri/we,html_path,last_upd_time,weight,proteins,fats,carbohydrates,calories,fetchErr
https://www.ozon.ru/product/persik-sochnyy-500-g-595359297/,"Персик, сочный, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",199,1,4.6,679,https://cdn1.ozone.ru/s3/multimedia-x/6161542257.jpg,"Персик, 500 г",Персики,0,0,,2025-06-13 10:43:46,,,,,,
https://www.ozon.ru/product/ogurtsy-gruntovye-hrustyashchie-1-kg-1614531216/,"Огурцы грунтовые, хрустящие, 1 кг","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Огурцы",104,1,4.9,5651,https://cdn1.ozone.ru/s3/multimedia-1-l/7535651313.jpg,,Огурцы,0,0.104,,2025-06-13 10:43:47,1000,,,,,
https://www.ozon.ru/product/abrikos-sezonnyy-500-g-601529260/,"Абрикос, сезонный, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",144,1,4.6,457,https://cdn1.ozone.ru/s3/multimedia-r/6335706507.jpg,"Абрикос, 500 г",,0,0.288,,2025-06-13 10:43:47,500,,,,,
https://www.ozon.ru/product/nektariny-0-5-kg-595359953/,"Нектарины, 0,5 кг","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",199,1,4.7,718,https://cdn1.ozone.ru/s3/multimedia-1-r/7369068807.jpg,"Нектарины, 500 г",Нектарины,0,0,,2025-06-13 10:43:47,,,,,,
https://www.ozon.ru/product/tomaty-kokteyl-kruglye-krasnye-na-vetke-250-g-eko-kultura-839697619/,"Томаты коктейль круглые красные на ветке 250 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",132,1,4.9,5284,https://cdn1.ozone.ru/s3/multimedia-1-v/7542344515.jpg,"Красные томаты коктейль бренда ""ЭКО-культура"" - образец сбансированного сочетания сочности плода с умеренно сладкого вкуса. Помидоры ""ЭКО-культура"" прекрасно подойдут для салатов, как дополнение к основным блюдам и в качестве самостоятельного продукта. Средний калибр плодов томата коктейль сочные,  долго хранятся.   Томаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",,0.05,0.528,,2025-06-13 10:43:47,250,0.9,0.2,2.7,18,
https://www.ozon.ru/product/tomaty-slivovidnye-krasnye-600-g-eko-kultura-839697919/,"Томаты сливовидные красные 600 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",122,1,4.8,8545,https://cdn1.ozone.ru/s3/multimedia-1-z/7542348551.jpg,"Сливовидные томаты от ""ЭКО-культура"" средние по размеру, умеренно сочные, сладкие с немного пикантным вкусом и  прекрасной ароматикой. Богаты высоким содержанием витаминов, клетчатки, пектина и минеральных веществ. Сливовидные томаты, как и томаты других форм,  отлично подходят для употребления в свежем виде, а также используются для приготовления холодных закусок, овощных салатов, горячих блюд. Томаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",Томаты свежие,0.05333333333333334,0.20333333333333334,,2025-06-13 10:43:48,600,0.8,0.1,2.3,15,
https://www.ozon.ru/product/tomaty-kruglye-krasnye-600-g-eko-kultura-839697623/,"Томаты круглые красные 600 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",159,1,4.9,8354,https://cdn1.ozone.ru/s3/multimedia-1-j/7542324487.jpg,"Круглые томаты ""ЭКО-культура""  -  сочные плоды с умеренно сладким вкусом и насыщенным ароматом, равномерного красного цвета. Томаты данной формы - классика на кухне любой хозяйки. Такие томаты богаты витаминами С и К, клечаткой, ликопином, обладают антиоксидантным действием. Красные круглые томаты подходят для всех форм блюд, а также самостоятельных нарезок.   Томаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",,0.05333333333333334,0.265,,2025-06-13 10:43:48,600,0.8,0.1,2.8,15,
https://www.ozon.ru/product/tomaty-vau-cherri-kruglyy-krasnye-na-vetke-200-g-eko-kultura-1879999751/,"Томаты ВАУ черри круглый красные на ветке 200 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#Экокультура",143,1,5.0,2320,https://cdn1.ozone.ru/s3/multimedia-1-m/7382888734.jpg,,томат,0,0.715,,2025-06-13 10:43:48,200,,,,,
https://www.ozon.ru/product/tomat-mahitos-600-g-1202090580/,"Томат махитос, 600 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",236,1,4.9,251,https://cdn1.ozone.ru/s3/multimedia-n/6707405891.jpg,,Томат,0,0.3933333333333333,,2025-06-13 10:43:48,600,,,,,
https://www.ozon.ru/product/morkov-molodaya-novyy-urozhay-500-g-1130776120/,"Морковь, молодая, новый урожай, 500 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Корнеплоды",139,1,4.5,505,https://cdn1.ozone.ru/s3/multimedia-1-7/7589747527.jpg,,Морковь,0,0.278,,2025-06-13 10:43:49,500,,,,,
https://www.ozon.ru/product/sliva-chernaya-500-g-746452410/,"Слива черная, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",249,1,3.7,211,https://cdn1.ozone.ru/s3/multimedia-l/6436300941.jpg,"Слива черная, 500 г",,0,0.498,,2025-06-13 10:43:49,500,,,,,
https://www.ozon.ru/product/sliva-krasnaya-0-5-kg-567410197/,"Слива красная, 0,5 кг","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",329,1,4.7,370,https://cdn1.ozone.ru/s3/multimedia-o/6068341632.jpg,"Слива красная, 250 г",,0,0.658,,2025-06-13 10:43:49,500,,,,,
https://www.ozon.ru/product/tomaty-cherri-kruglye-krasnye-na-vetke-500-g-eko-kultura-839697622/,"Томаты черри круглые красные, на ветке 500 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",354,1,4.9,3663,https://cdn1.ozone.ru/s3/multimedia-1-c/7348456560.jpg,"Красные томаты черри на ветке от ""ЭКО-культура"" отметят для себя ценители классического вкуса томатов черри. Плоды с интенсивным ароматом и выразительным сладким вкусом послужат не только ингрединтом для салатов и других  кулинарных шедевров, но и станут  отменным самостоятельным блюдом. Томаты на ветке дольше хранятся в свежем виде, в них больше концентрация витаминов, микроэлементов и макроэлементов. Томаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",Томаты свежие,0.05333333333333334,0.708,,2025-06-13 10:43:49,500,0.8,0.1,2.8,15,
https://www.ozon.ru/product/redis-hrustyashchiy-500-g-337279132/,Редис хрустящий 500 г,"Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Корнеплоды",79,1,4.9,6012,https://cdn1.ozone.ru/s3/multimedia-x/6277733553.jpg,"Редис, 500 г",,0.06,0.158,,2025-06-13 10:43:49,500,1.2,0.1,3.4,20,
https://www.ozon.ru/product/tomaty-rozovye-otbornye-400g-1202118300/,"Томаты Розовые, Отборные, 400г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",133,1,4.9,222,https://cdn1.ozone.ru/s3/multimedia-m/6329946574.jpg,,"Томаты Розовые, Отборные",0,0.3325,,2025-06-13 10:43:50,400,,,,,
https://www.ozon.ru/product/tomaty-kokteyl-kruglye-krasnye-250-g-eko-kultura-839697627/,"Томаты коктейль круглые красные 250 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",124,1,4.9,1531,https://cdn1.ozone.ru/s3/multimedia-1-5/7134697865.jpg,Томат коктейль,Томаты свежие,0,0.496,,2025-06-13 10:43:50,250,,,,,
https://www.ozon.ru/product/vinograd-kish-mish-chernyy-500-g-bez-kostochek-163600539/,"Виноград Киш-миш черный 500 г, без косточек","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",183,1,4.9,5611,https://cdn1.ozone.ru/s3/multimedia-1-q/7552180034.jpg,"Виноград киш-миш черный - это яркий представитель сорта винограда с достаточно тонкой кожурой иссиня-черного цвета и сочной, удивительно сладкой мякотью, имеющей тонкую, чуть заметную кислинку. 
Крупные ягоды черного винограда киш-миш послужат отменным десертом наряду с другими фруктами. Веточка с ягодами прекрасно украсит фруктовую тарелку, великолепно подойдет в качестве десерта к винам. Виноград хорош не только в свежем виде – из него получается вкуснейший изюм, соки, варенье, ягоды добавляют в свежие салаты, десерты, канапе. Виноград гармонично сочетается с нежирными сортами сыра, диетическим мясом – его вкус добавляет яркие нотки большинству блюд. 

В зависимости от поставки, допустимо наличие косточек в винограде. ",,0,0.366,,2025-06-13 10:43:50,500,,,,72,
https://www.ozon.ru/product/vinograd-zolotistyy-kish-mish-s-kislinkoy-bez-kostochek-indiya-500-g-1913868614/,"Виноград золотистый Киш-Миш с кислинкой, без косточек, Индия, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",236,1,4.8,795,https://cdn1.ozone.ru/s3/multimedia-1-7/7552179979.jpg,,виноград,0,0.472,,2025-06-13 10:43:50,500,,,,,
https://www.ozon.ru/product/tomaty-vau-cherri-kruglye-krasnye-sheyker-200-g-eko-kultura-1880011987/,"Томаты ВАУ черри круглые красные шейкер 200 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#Экокультура",152,1,4.9,927,https://cdn1.ozone.ru/s3/multimedia-1-6/7364576814.jpg,,томат,0,0.76,,2025-06-13 10:43:50,200,,,,,
https://www.ozon.ru/product/tomaty-barhatnyy-med-sladkie-uzbekistan-400-g-197559286/,"Томаты Бархатный мёд, сладкие, Узбекистан, 400 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",468,1,4.9,3221,https://cdn1.ozone.ru/s3/multimedia-1-k/7348456424.jpg,,Помидоры,0.05714285714285714,1.17,,2025-06-13 10:43:51,400,1.2,0.2,3.8,21,
https://www.ozon.ru/product/ogurtsy-kurazh-svezhie-i-hrustyashchie-400-g-rossiya-356292677/,"Огурцы ""Кураж"", свежие и хрустящие 400 г, Россия","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Огурцы",147,1,4.9,38646,https://cdn1.ozone.ru/s3/multimedia-1-u/7348456938.jpg,"Огурцы ""Кураж"" - это свежие и хрустящие огурчики, которые идеально подходят для приготовления салатов, бутербродов и других блюд.",Огурцы,0.07142857142857142,0.3675,,2025-06-13 10:43:51,400,1,3,0,14,
https://www.ozon.ru/product/tomaty-cherri-zheltye-na-vetke-eko-kultura-250-g-982160525/,"Томаты черри желтые на ветке, ЭКО-культура, 250 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",168,1,4.9,1060,https://cdn1.ozone.ru/s3/multimedia-1-t/7544682425.jpg,,Томаты свежие,0,0.672,,2025-06-13 10:43:51,250.0,,,,,
https://www.ozon.ru/product/banany-0-4-1-kg-398644622/,"Бананы 0,4 - 1 кг","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Бананы",159,1,4.8,88677,https://cdn1.ozone.ru/s3/multimedia-1-f/7348456275.jpg,"Бананы обладают сладкой и нежной мякотью, которая по своим свойствам помогает быстро восполнить запас энергии в организме - поэтому банан лучший перекус, завтрак или лакомство! 

Бананы могут прийти разной спелости: от зеленых до желтых.
Допустимы небольшие потертости, а также белый налет. ",Бананы,0.015625,0,,2025-06-13 10:43:51,,1.5,0.5,21,96,
https://www.ozon.ru/product/kryzhovnik-rossiya-250-g-146427440/,"Крыжовник Россия, 250 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",284,1,4.4,710,https://cdn1.ozone.ru/s3/multimedia-1-1/7085447593.jpg,,,0,1.136,,2025-06-13 10:43:52,250,,,,,
https://www.ozon.ru/product/tomaty-cherri-kruglye-krasnye-250-g-eko-kultura-839697616/,"Томаты черри круглые красные 250 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры#ЭКО-культура",168,1,4.9,9998,https://cdn1.ozone.ru/s3/multimedia-1-4/7542351616.jpg,"Красные томаты черри от ""ЭКО-культура"" отметят для себя ценители классического вкуса томатов черри. Плоды с интенсивным и выразительным сладким вкусом послужат не только ингрединтом для салатов и других  кулинарных шедевров, но и станут отменным самостоятельным блюдом. Томаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",,0.05333333333333334,0.672,,2025-06-13 10:43:52,250,0.8,0.1,2.8,15,
https://www.ozon.ru/product/abrikosy-500-g-175341662/,"Абрикосы, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",179,1,4.4,3713,https://cdn1.ozone.ru/s3/multimedia-1-4/7552180264.jpg,"Абрикосы - это косточковый фрукт округлой формы, немного сплюснутый по бокам. Кожура и мякоть у него оранжевого цвета, в зависимости от сорта может варьироваться от бледно-желтого до ярко-красного. Мякоть сочная, немного волокнистая и очень сладкая. Помимо высокого содержания сахара, в ней содержится инулин, клетчатка, пектин, органические и фруктовые кислоты, витамины и минеральные вещества.",,0,0.358,,2025-06-13 10:43:52,500,,,,44,
https://www.ozon.ru/product/ogurtsy-tsha-450-g-166793427/,Огурцы ТСХА 450 г,"Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Огурцы",112,1,4.9,6545,https://cdn1.ozone.ru/s3/multimedia-n/6026363615.jpg,"Огурцы ТСХ - это круглогодичный сорт с достаточно тонкой кожурой, сочной и хрустящей структурой, достаточно мелкими семенами.",,0.05714285714285715,0.24888888888888888,,2025-06-13 10:43:52,450,0.8,0.3,1.9,14,
https://www.ozon.ru/product/salat-frillis-100-g-eko-kultura-839595614/,"Салат Фриллис 100 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Салат#ЭКО-культура",129,1,5.0,7110,https://cdn1.ozone.ru/s3/multimedia-1-o/7348456284.jpg,"Салат Фриллис ""ЭКО-культура"" отличается хрустящей, сочной текстурой, приятным нежным вкусом. Помимо пользы для здоровья он порадует гурманов своим вкусовым сочетанием. Салат Фрилис ""ЭКО-культура"" идеально подходит для приготовления легких салатов, гамбургеров, чизбургеров, в качестве дополнения к любому блюду. Инновационная упаковка не дает влаге испаряться и позволяет сохранить продукт свежим. Салаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",,0.05405405405405406,1.29,,2025-06-13 10:43:52,100,2,0.1,7,37,
https://www.ozon.ru/product/malina-lesnaya-yagodka-krym-125-g-175202737/,"Малина Лесная ягодка, Крым, 125 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",501,1,4.8,1895,https://cdn1.ozone.ru/s3/multimedia-1-k/7552180100.jpg,"Малина, помимо прекрасного десертного вкуса обладает благоприятным для человеческого организма сочетанием кислот, сахаров и других полезных веществ.",Малина свежая,0,4.008,,2025-06-13 10:43:53,125,,,,53,
https://www.ozon.ru/product/kukuruza-saharnaya-varenaya-450-g-198613597/,"Кукуруза сахарная, вареная 450 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Вареные, чищеные, резаные",229,1,4.8,2691,https://cdn1.ozone.ru/s3/multimedia-1-w/7348456940.jpg,"Кукуруза вареная в вакумной упаковке. Продукт готов к употреблению, не содержит красители и консерванты.",,0.037209302325581395,0.5088888888888888,,2025-06-13 10:43:53,450,3.2,1.2,19,86,
https://www.ozon.ru/product/salat-afitsion-v-gorshochke-100-g-eko-kultura-839595607/,"Салат Афицион в горшочке 100 г, ЭКО-культура","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Салат#ЭКО-культура",99,1,4.8,9232,https://cdn1.ozone.ru/s3/multimedia-1-s/7542352288.jpg,"Листовой салат ""ЭКО-культура"" в горшочке обладает  хрустящей, сочной текстурой, приятным нежным вкусом. Послужит прекрасным дополнением к любому блюду на столе. Салат - диетический продукт, отменно сочетающийся с растительным маслом и легкими заправками. Салаты ""ЭКО-кульура"" произведены биологическим методом выращивания (экологически чистые овощи) экспертом производства тепличных овощей",,0.10714285714285714,0.99,,2025-06-13 10:43:53,100,1.5,0,2.2,14,
https://www.ozon.ru/product/grusha-dyushes-s-kislinkoy-hrustyashchaya-650-g-143327787/,"Груша Дюшес с кислинкой, хрустящая 650 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Яблоки, груши",272,1,4.7,4928,https://cdn1.ozone.ru/s3/multimedia-1-q/7348456574.jpg,"Плоды имеют необычайно ароматную, сочную и хрустящую мякоть светло-кремового цвета и нежного, кисло-сладкого вкуса.

Допустимы незначительные протертости кожицы плода.
Калибр груши зависит от времени года, есть как крупные плоды, так и мелкие.",Груша свежая и ароматная,0.009523809523809525,0.41846153846153844,,2025-06-13 10:43:53,650,0.4,0.3,11,42,
https://www.ozon.ru/product/kukuruza-mini-125-g-267897389/,Кукуруза мини 125 г,"Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Сельдерей, спаржа, кукуруза",236,1,4.9,139,https://cdn1.ozone.ru/s3/multimedia-1-z/7118220947.jpg,"Кукуруза мини, 125 г",Кукуруза,0,1.888,,2025-06-13 10:43:53,125,,,,,
https://www.ozon.ru/product/perets-krasnyy-400-g-sladkiy-248896983/,"Перец красный 400 г, сладкий","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Перец",158,1,4.9,22537,https://cdn1.ozone.ru/s3/multimedia-1-d/7348456669.jpg,,Перец болгарский,0.05,0.395,,2025-06-13 10:43:54,400,1.3,0.1,4.9,26,
https://www.ozon.ru/product/vinograd-damskie-palchiki-500-g-s-kostochkami-293814131/,"Виноград Дамские пальчики 500 г, с косточками","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",258,1,4.8,3694,https://cdn1.ozone.ru/s3/multimedia-1-a/7348456522.jpg,"Дамский пальчик считается одним из лучших сортов винограда. Он высоко ценится за щедро усыпанные виноградные гроздья, характерную вытянутую форму ягод, их сладость и сочность. Ягоды полупрозрачного зеленого цвета, упругие, сладкие, с косточками внутри. ",,0,0.516,,2025-06-13 10:43:54,500,,,,,
https://www.ozon.ru/product/klubnika-letniy-aromat-krym-200-g-251625395/,"Клубника Летний аромат, Крым, 200 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Ягоды",189,1,4.8,11354,https://cdn1.ozone.ru/s3/multimedia-1-9/7552180017.jpg,"Сладкие ягоды клубники обладают нежным вкусом с тонкой кислинкой. Плоды клубники ярко-красного цвета. Мякоть очень сочная, красивого насыщенного оттенка. Ягода приятно удивит вас нежным цветочно-фруктовым ароматом и красивым аппетитным видом.Клубника  - идеальная основа для приготовления варенья, джемов и морсов, начинка для пирогов и выпечки. Ягоды клубники станут прекрасным дополнением к вашему завтраку: сырники, блинчики, каши и творог станут чуть вкуснее.Дорогие покупатели, в зависимости от сезона клубника может приходить с белыми пятнышками у основания или на кончике. Это является нормой и не влияет на вкусовые качества товара. Приятных покупок!",клубника,0.01951219512195122,0.945,,2025-06-13 10:43:54,200,0.8,0.4,7.5,41,
https://www.ozon.ru/product/ogurtsy-gladkie-bakinskie-300-g-218842236/,"Огурцы гладкие, Бакинские, 300 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Огурцы",179,1,4.8,7357,https://cdn1.ozone.ru/s3/multimedia-1-b/7348456883.jpg,"Огурцы Бакинские - это выбор настоящих гурманов. Эти огурцы отличаются своей нежной кожицей, которая придает им особый шарм. Однако возможна и пупырчатость на кожице. Эти огурцы имеют хрустящую текстуру, что делает их идеальными для салатов и закусок. Огурцы Бакинские богаты витаминами и минералами, такими как витамин C, калий и магний. Они также содержат много воды, что помогает поддерживать гидратацию организма.",огурец,0,0.5966666666666667,,2025-06-13 10:43:54,300,,,,,
https://www.ozon.ru/product/abrikos-shalah-500-g-281261284/,"Абрикос Шалах, 500 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",206,1,4.6,3278,https://cdn1.ozone.ru/s3/multimedia-1-0/7612929576.jpg,"Абрикос Шалах, медовый вкус, Армения",,0,0.412,,2025-06-13 10:43:54,500,,,,,
https://www.ozon.ru/product/tomaty-zheltye-500-g-299637191/,"Томаты желтые, 500 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",207,1,4.8,542,https://cdn1.ozone.ru/s3/multimedia-1-t/7033779953.jpg,Томаты сезонные желтые,Помидор,0,0.414,,2025-06-13 10:43:55,500,,,,,
https://www.ozon.ru/product/redis-300-g-143170400/,"Редис, 300 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Корнеплоды",119,1,4.9,16524,https://cdn1.ozone.ru/s3/multimedia-1-p/7348456429.jpg,"Редисом называют овощной однолетник, который относится к роду Редька семейства Капустные. Встречаются двулетние сорта редиса, но в качестве овоща в основном выращиваются однолетние. В пищу употребляют корнеплоды редиса, плотные, сочные, имеющие острый вкус и свежий аромат (calorizator). Нередко в блюда добавляют молодые листья редиса, если они не колючие.Редис – один из немногих овощей, которые были выращены на Международной космической станции в условиях невесомости, благодаря короткому вегетативному периоду и возможности использования в пищу и «вершки, и корешки».",,0.06,0.39666666666666667,,2025-06-13 10:43:55,300,1.2,0.1,3.4,20,
https://www.ozon.ru/product/salat-aysberg-1-sht-143170464/,"Салат Айсберг, 1 шт","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Салат",89,1,4.9,27422,https://cdn1.ozone.ru/s3/multimedia-1-b/7348456343.jpg,"В составе салата Айсберг имеется достаточное количество фолиевой кислоты, витаминов С, В, К и А, холина. Кроме того, богат салат содержанием фосфора, калия, натрия и магния, имеется кальций и медь.Салат Айсберг принято употреблять в свежем виде, потому что при термической обработке он теряет большую часть полезных свойств, поэтому он будет хорош в салатах и разнообразных сандвичах.Дорогие покупатели, пожелтение у корня айсберга абсолютно нормально - это выделение йода. На вкусовые качества и срок годности салата не влияет.",,0.0642857142857143,0.2966666666666667,,2025-06-13 10:43:55,300,0.9,0.1,3,14,
https://www.ozon.ru/product/kartofel-v-setke-1-kg-rossiya-160571983/,"Картофель в сетке 1 кг, Россия","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Картофель",113,1,4.8,45526,https://cdn1.ozone.ru/s3/multimedia-1-u/7348456434.jpg,"Все самые свежие полезности и отличный набор витаминов вам подарит картофель! Клубни картофеля среднего размера - отлично подойдут для запекания, варения, или тушения. Станет отличным гарниром или самостоятельным блюдом.",Картофель,0.02434782608695652,0.113,,2025-06-13 10:43:55,1000,1.68,0.1,13.3,69,
https://www.ozon.ru/product/tomaty-slivovidnye-krasnye-600-g-143170429/,"Томаты сливовидные красные, 600 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",135,1,4.8,35317,https://cdn1.ozone.ru/s3/multimedia-1-4/7348456588.jpg,"Томаты сливовидные плотные и мясистые. Имеют глянцевую плотную кожицу, насыщенный аромат и богатый вкус. 
Томаты сливовидные станут прекрасной основой для приготовления многочисленных соусов, маринадов. Отлично подходят для приготовления салатов и соусов. Их можно тушить, консервировать, употреблять в пищу свежими, добавлять в мясные блюда и овощные рагу – для придания пище приятной сладости и большей аппетитности.",Помидор,0.05,0.225,,2025-06-13 10:43:55,600,0.9,0.2,3.9,18,
https://www.ozon.ru/product/persiki-ploskie-250-g-182438402/,"Персики плоские, 250 г","Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",89,1,4.5,1937,https://cdn1.ozone.ru/s3/multimedia-u/6066583614.jpg,"Персики плоские имеют невероятный аромат и насыщенные вкусовые качества. Это нежнейшие плоды с бархатистой тонкой кожицей и ароматнейшей волокнистой мякотью, очень сладкой и сочной на вкус. Косточка плоского персика меньше, благодаря чему она легко удаляется. 
Из персиков можно готовить восхитительное варенье, желе, добавлять их в качестве начинки в пироги и рулеты, украшать дольками десерты. Они отлично подходят для употебления в качестве самостоятельного десерта, добавлять в мороженое и смузи.",Персик свежий,0,0.356,,2025-06-13 10:43:56,250,,,,60,
https://www.ozon.ru/product/sliva-chernaya-kruglaya-500-g-143171001/,Слива черная круглая 500 г,"Ozon fresh#Овощи, фрукты, зелень#Фрукты и ягоды#Персики, сливы, нектарины и абрикосы",279,1,4.6,3927,https://cdn1.ozone.ru/s3/multimedia-1-e/7552180022.jpg,"Гармоничный вкус, богатство витаминов и минералов, содержащихся в сливе, делают этот полезный фрукт одним из самых любимых десертов. Кроме отличного вкуса, слива отличается множеством полезных свойств. Польза сливы: Укрепляет иммунитет благодаря витаминно-ферментному комплексу, содержащемуся в плодах; Нормализует обмен веществ, так как имеет сбалансированный набор основных пищевых компонентов, органических кислот, клетчатки;  Полезна при низкой кислотности желудочного сока, так как стимулирует его выработку; Помогает повысить гемоглобин крови из-за высокого содержания железа в своем составе; Калий в составе сливы обладает мочегонным действием, что понижает АД и холестерин  крови, является профилактикой сердечно-сосудистых заболеваний; Нормализует выделение желчи, помогает при патологиях желчного пузыря; Выводит токсины и шлаки благодаря лечебному воздействию на клетки печени; Является мягким слабительным средством, применяется для стимуляции ""ленивого"" кишечника, стимулирует пищеварительный тракт; Витамины группы B укрепляют нервную систему, стимулируют выработку эндорфинов; Применяется для профилактики остеопороза у женщин в период менопаузы; Действует как мягкий антисептик, дезинфицируя полость рта при достаточном употреблении; Кумарины, содержащиеся в сливе, - профилактическое средство против тромбоза; Антиоксиданты сливы помогают бороться со свободными радикалами, с преждевременным старением клеток человеческого организма. Маски из мякоти сливы освежают и омолаживают увядающую кожу и с успехом применяются для косметических процедур.  Основные пищевые компоненты: Углеводы – 9,6 г; Клетчатка – 1,5 г; Белки – 0,8 г; Жиры – 0,3 г.    Уважаемые клиенты! Обратите, пожалуйста, внимание: изображение товара на сайте может отличаться от фактического вида товара. Фото представлено для визуального восприятия товара.",,0,0.558,,2025-06-13 10:43:56,500,,,,49,
https://www.ozon.ru/product/tomaty-mahitos-dagestan-600-g-171452688/,"Томаты Махитос, Дагестан, 600 г","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Помидоры",191,1,4.8,8417,https://cdn1.ozone.ru/s3/multimedia-1-r/7028819655.jpg,"Салатные томаты «Махитос» весом 600 грамм обладают сладким вкусом и сочной мякотью. Плоды среднего размера идеально подходят для приготовления свежих салатов, бутербродов и других блюд. Помидоры выращены в тепличных условиях, что позволяет наслаждаться их вкусом круглый год.",,0,0.31833333333333336,,2025-06-13 10:43:56,600,,,,24,
https://www.ozon.ru/product/kapusta-gryaznaya-s-polya-uzbekistan-0-5-2-kg-485483340/,"Капуста грязная, с поля, Узбекистан,, 0,5 - 2 кг","Ozon fresh#Овощи, фрукты, зелень#Овощи и зелень#Капуста",300,1,4.9,12594,https://cdn1.ozone.ru/s3/multimedia-1-z/7557627095.jpg,"Капуста белокочанная, свежая. Доставляется без зачищенных верхних листьев.",Капуста белокочанная,0.0642857142857143,0,,2025-06-13 10:43:56,,1.8,0.1,4.7,28,
