url,availability
https://www.ozon.ru/product/salat-metelka-s-tykvennymi-s-semechkami-100-g-azbuka-vkusa-1998034223/,1
https://www.ozon.ru/product/salat-seld-pod-shuboy-400-g-creative-kitchen-2086645455/,1
https://www.ozon.ru/product/grechotto-so-slivkami-gribami-i-syrom-200-g-creative-kitchen-1062699026/,1
https://www.ozon.ru/product/humus-chili-pikantnyy-300-g-sababa-167101119/,1
https://www.ozon.ru/product/vareniki-s-kartofelem-i-lukom-so-smetanoy-200-g-creative-kitchen-2086645379/,1
https://www.ozon.ru/product/chiabatta-s-vetchinoy-i-gorchichnym-sousom-190-g-miratorg-1062697979/,1
https://www.ozon.ru/product/konvertiki-s-krem-chizom-i-vishney-140-g-creative-kitchen-1604929455/,1
https://www.ozon.ru/product/sendvich-roll-s-kuritsey-i-sousom-dor-blyu-160-g-ozon-fresh-1999289655/,1
https://www.ozon.ru/product/kotleta-kurinaya-s-syrom-s-gribnym-sousom-i-grechkoy-195-g-creative-kitchen-2086645473/,1
https://www.ozon.ru/product/konvertiki-s-krem-chizom-i-malinoy-140-g-creative-kitchen-2086645508/,1
https://www.ozon.ru/product/omlet-s-syrom-i-shpinatom-165-g-creative-kitchen-922531122/,1
https://www.ozon.ru/product/testo-dlya-pelmeney-360-g-testov-619302976/,1
https://www.ozon.ru/product/roll-s-krevetkoy-i-semgoy-yumi-225-g-yumi-1987238503/,1
https://www.ozon.ru/product/roll-s-ogurtsom-200-g-yumi-2040751889/,1
https://www.ozon.ru/product/kurinaya-grudka-gril-s-kartofelem-i-sousom-220-g-cook-chart-2086645392/,1
https://www.ozon.ru/product/kasha-multizlakovaya-250-g-cook-chart-1648873589/,1
https://www.ozon.ru/product/plov-s-kuritsey-300-g-creative-kitchen-2086645500/,1
https://www.ozon.ru/product/lapsha-domashnyaya-350-g-testov-tonkaya-619302983/,1
https://www.ozon.ru/product/kompleksnyy-obed-bitochek-kartofel-zarumyanennyy-salat-olive-hleb-475-g-domashniy-ochag-1364990905/,1
https://www.ozon.ru/product/boul-zelenyy-salat-s-kinoa-edamame-i-brokkoli-180-g-creative-kitchen-1644838508/,1
https://www.ozon.ru/product/blinchik-tsezar-creative-kitchen-210-g-2086645526/,1
https://www.ozon.ru/product/kasha-ovsyanaya-180-g-lavkalavka-804843667/,1
https://www.ozon.ru/product/sendvich-s-servelatom-i-sousom-tar-tar-170-g-eattery-1737333118/,0
https://www.ozon.ru/product/pasta-talolini-s-dobavleniem-yaytsa-solo-fresco-250-g-1080135669/,1
https://www.ozon.ru/product/pasta-s-kuritsey-v-slivochnom-souse-230-g-ozon-fresh-538012375/,1
https://www.ozon.ru/product/chizburger-200-g-mates-1900128887/,1
https://www.ozon.ru/product/testo-dlya-varenikov-i-mantov-400-g-testov-619302979/,1
